sample	TCGA-project	ABSOLUTE_Locallo2019
TCGA-OR-A5J2-01	ACC	0.6
TCGA-OR-A5J3-01	ACC	0.82
TCGA-OR-A5J4-01	ACC	0.77
TCGA-OR-A5J7-01	ACC	0.84
TCGA-OR-A5J8-01	ACC	0.61
TCGA-OR-A5J9-01	ACC	0.32
TCGA-OR-A5JB-01	ACC	0.56
TCGA-OR-A5JC-01	ACC	0.74
TCGA-OR-A5JD-01	ACC	0.67
TCGA-OR-A5JF-01	ACC	0.75
TCGA-OR-A5JG-01	ACC	0.52
TCGA-OR-A5JJ-01	ACC	0.74
TCGA-OR-A5JK-01	ACC	0.51
TCGA-OR-A5JM-01	ACC	0.93
TCGA-OR-A5JO-01	ACC	0.21
TCGA-OR-A5JP-01	ACC	0.35
TCGA-OR-A5JR-01	ACC	0.75
TCGA-OR-A5JS-01	ACC	0.78
TCGA-OR-A5JT-01	ACC	0.88
TCGA-OR-A5JV-01	ACC	0.44
TCGA-OR-A5JW-01	ACC	0.86
TCGA-OR-A5JX-01	ACC	0.84
TCGA-OR-A5JY-01	ACC	0.78
TCGA-OR-A5JZ-01	ACC	0.17
TCGA-OR-A5K2-01	ACC	0.53
TCGA-OR-A5K3-01	ACC	0.85
TCGA-OR-A5K4-01	ACC	0.18
TCGA-OR-A5K5-01	ACC	0.42
TCGA-OR-A5K6-01	ACC	0.77
TCGA-OR-A5K9-01	ACC	0.45
TCGA-OR-A5KT-01	ACC	0.64
TCGA-OR-A5KU-01	ACC	0.66
TCGA-OR-A5KW-01	ACC	0.91
TCGA-OR-A5KX-01	ACC	0.58
TCGA-OR-A5KY-01	ACC	0.33
TCGA-OR-A5L3-01	ACC	0.36
TCGA-OR-A5L4-01	ACC	0.72
TCGA-OR-A5L8-01	ACC	0.35
TCGA-OR-A5L9-01	ACC	0.18
TCGA-OR-A5LA-01	ACC	0.52
TCGA-OR-A5LB-01	ACC	0.84
TCGA-OR-A5LC-01	ACC	0.84
TCGA-OR-A5LE-01	ACC	0.68
TCGA-OR-A5LH-01	ACC	0.82
TCGA-OR-A5LK-01	ACC	0.71
TCGA-OR-A5LL-01	ACC	0.84
TCGA-OR-A5LM-01	ACC	1
TCGA-OR-A5LN-01	ACC	0.31
TCGA-OR-A5LO-01	ACC	0.21
TCGA-OR-A5LP-01	ACC	0.97
TCGA-OR-A5LT-01	ACC	0.88
TCGA-OU-A5PI-01	ACC	0.73
TCGA-PK-A5H9-01	ACC	0.27
TCGA-PK-A5HB-01	ACC	0.87
TCGA-2F-A9KO-01	BLCA	0.44
TCGA-2F-A9KP-01	BLCA	0.36
TCGA-2F-A9KR-01	BLCA	0.61
TCGA-2F-A9KW-01	BLCA	0.32
TCGA-4Z-AA7M-01	BLCA	0.49
TCGA-4Z-AA7O-01	BLCA	0.78
TCGA-4Z-AA7Q-01	BLCA	1
TCGA-4Z-AA7S-01	BLCA	0.74
TCGA-4Z-AA7W-01	BLCA	0.31
TCGA-4Z-AA7Y-01	BLCA	0.87
TCGA-4Z-AA80-01	BLCA	0.51
TCGA-4Z-AA81-01	BLCA	0.5
TCGA-4Z-AA82-01	BLCA	0.44
TCGA-4Z-AA83-01	BLCA	0.79
TCGA-4Z-AA84-01	BLCA	0.46
TCGA-4Z-AA86-01	BLCA	0.87
TCGA-4Z-AA87-01	BLCA	0.59
TCGA-5N-A9KI-01	BLCA	0.42
TCGA-5N-A9KM-01	BLCA	0.55
TCGA-BL-A0C8-01	BLCA	0.51
TCGA-BL-A0C8-01	BLCA	0.53
TCGA-BL-A0C8-01	BLCA	0.49
TCGA-BL-A13I-01	BLCA	1
TCGA-BL-A13I-01	BLCA	0.19
TCGA-BL-A13I-01	BLCA	0.18
TCGA-BL-A13J-01	BLCA	0.56
TCGA-BL-A13J-01	BLCA	0.45
TCGA-BL-A13J-01	BLCA	0.58
TCGA-BL-A13J-01	BLCA	0.64
TCGA-BL-A13J-01	BLCA	0.63
TCGA-BL-A3JM-01	BLCA	0.69
TCGA-BT-A0S7-01	BLCA	0.45
TCGA-BT-A20J-01	BLCA	0.51
TCGA-BT-A20N-01	BLCA	0.73
TCGA-BT-A20O-01	BLCA	0.19
TCGA-BT-A20P-01	BLCA	0.91
TCGA-BT-A20Q-01	BLCA	0.64
TCGA-BT-A20R-01	BLCA	0.46
TCGA-BT-A20T-01	BLCA	0.73
TCGA-BT-A20U-01	BLCA	0.46
TCGA-BT-A20V-01	BLCA	1
TCGA-BT-A20W-01	BLCA	0.48
TCGA-BT-A2LA-01	BLCA	0.86
TCGA-BT-A2LB-01	BLCA	0.49
TCGA-BT-A2LD-01	BLCA	0.62
TCGA-BT-A3PJ-01	BLCA	0.38
TCGA-BT-A3PK-01	BLCA	0.72
TCGA-BT-A42C-01	BLCA	0.38
TCGA-BT-A42F-01	BLCA	0.59
TCGA-C4-A0F0-01	BLCA	0.85
TCGA-CF-A1HS-01	BLCA	0.47
TCGA-CF-A27C-01	BLCA	0.97
TCGA-CF-A3MF-01	BLCA	0.76
TCGA-CF-A3MG-01	BLCA	0.96
TCGA-CF-A3MH-01	BLCA	0.77
TCGA-CF-A47S-01	BLCA	0.29
TCGA-CF-A47T-01	BLCA	0.42
TCGA-CF-A47V-01	BLCA	0.92
TCGA-CF-A47W-01	BLCA	0.24
TCGA-CF-A47X-01	BLCA	0.8
TCGA-CF-A5U8-01	BLCA	0.65
TCGA-CF-A5UA-01	BLCA	0.88
TCGA-CF-A7I0-01	BLCA	0.68
TCGA-CF-A8HX-01	BLCA	0.92
TCGA-CF-A8HY-01	BLCA	0.61
TCGA-CF-A9FF-01	BLCA	0.51
TCGA-CF-A9FH-01	BLCA	0.93
TCGA-CF-A9FL-01	BLCA	0.79
TCGA-CF-A9FM-01	BLCA	0.3
TCGA-CU-A0YN-01	BLCA	0.56
TCGA-CU-A0YR-01	BLCA	0.38
TCGA-CU-A3QU-01	BLCA	0.82
TCGA-CU-A3YL-01	BLCA	0.69
TCGA-CU-A5W6-01	BLCA	0.86
TCGA-CU-A72E-01	BLCA	0.5
TCGA-DK-A1A5-01	BLCA	0.6
TCGA-DK-A1A6-06	BLCA	0.87
TCGA-DK-A1A7-01	BLCA	0.36
TCGA-DK-A1AA-01	BLCA	0.4
TCGA-DK-A1AB-01	BLCA	0.45
TCGA-DK-A1AC-01	BLCA	0.66
TCGA-DK-A1AD-01	BLCA	0.5
TCGA-DK-A1AF-01	BLCA	0.18
TCGA-DK-A1AG-01	BLCA	0.69
TCGA-DK-A2HX-01	BLCA	1
TCGA-DK-A2I1-01	BLCA	0.4
TCGA-DK-A2I4-01	BLCA	0.47
TCGA-DK-A2I6-01	BLCA	0.49
TCGA-DK-A3IK-01	BLCA	0.35
TCGA-DK-A3IL-01	BLCA	0.66
TCGA-DK-A3IM-01	BLCA	0.52
TCGA-DK-A3IN-01	BLCA	0.37
TCGA-DK-A3IQ-01	BLCA	0.59
TCGA-DK-A3IS-01	BLCA	0.42
TCGA-DK-A3IU-01	BLCA	0.4
TCGA-DK-A3IV-01	BLCA	0.51
TCGA-DK-A3WW-01	BLCA	0.26
TCGA-DK-A3X1-01	BLCA	0.44
TCGA-DK-A3X2-01	BLCA	0.45
TCGA-DK-A6AV-01	BLCA	0.5
TCGA-DK-A6B0-01	BLCA	0.21
TCGA-DK-A6B1-01	BLCA	0.87
TCGA-DK-A6B5-01	BLCA	0.72
TCGA-DK-A6B6-01	BLCA	0.49
TCGA-DK-AA6L-01	BLCA	0.6
TCGA-DK-AA6P-01	BLCA	0.6
TCGA-DK-AA6R-01	BLCA	0.28
TCGA-DK-AA6S-01	BLCA	0.62
TCGA-DK-AA6T-01	BLCA	0.74
TCGA-DK-AA6U-01	BLCA	0.76
TCGA-DK-AA6X-01	BLCA	1
TCGA-DK-AA71-01	BLCA	0.53
TCGA-DK-AA74-01	BLCA	0.4
TCGA-DK-AA76-01	BLCA	0.77
TCGA-DK-AA77-01	BLCA	0.65
TCGA-E5-A4TZ-01	BLCA	0.6
TCGA-E7-A3X6-01	BLCA	0.69
TCGA-E7-A3Y1-01	BLCA	0.23
TCGA-E7-A4IJ-01	BLCA	0.68
TCGA-E7-A519-01	BLCA	0.61
TCGA-E7-A5KE-01	BLCA	0.47
TCGA-E7-A677-01	BLCA	0.39
TCGA-E7-A678-01	BLCA	0.17
TCGA-E7-A7DV-01	BLCA	0.36
TCGA-E7-A7PW-01	BLCA	0.52
TCGA-E7-A7XN-01	BLCA	0.64
TCGA-E7-A8O7-01	BLCA	0.84
TCGA-FD-A3B3-01	BLCA	0.46
TCGA-FD-A3B4-01	BLCA	0.43
TCGA-FD-A3B5-01	BLCA	1
TCGA-FD-A3B6-01	BLCA	0.65
TCGA-FD-A3B7-01	BLCA	0.48
TCGA-FD-A3N5-01	BLCA	0.33
TCGA-FD-A3N6-01	BLCA	0.86
TCGA-FD-A3NA-01	BLCA	0.31
TCGA-FD-A3SJ-01	BLCA	0.38
TCGA-FD-A3SL-01	BLCA	0.53
TCGA-FD-A3SN-01	BLCA	0.7
TCGA-FD-A3SO-01	BLCA	0.54
TCGA-FD-A3SR-01	BLCA	0.54
TCGA-FD-A3SS-01	BLCA	0.71
TCGA-FD-A43N-01	BLCA	0.71
TCGA-FD-A43P-01	BLCA	0.69
TCGA-FD-A43U-01	BLCA	0.53
TCGA-FD-A43Y-01	BLCA	0.43
TCGA-FD-A5BR-01	BLCA	0.51
TCGA-FD-A5BS-01	BLCA	0.28
TCGA-FD-A5BU-01	BLCA	0.36
TCGA-FD-A5BV-01	BLCA	0.85
TCGA-FD-A5BX-01	BLCA	0.56
TCGA-FD-A5C0-01	BLCA	0.51
TCGA-FD-A62N-01	BLCA	0.25
TCGA-FD-A62O-01	BLCA	0.93
TCGA-FD-A62P-01	BLCA	0.31
TCGA-FD-A62S-01	BLCA	0.53
TCGA-FD-A6TA-01	BLCA	0.6
TCGA-FD-A6TD-01	BLCA	0.3
TCGA-FD-A6TE-01	BLCA	0.84
TCGA-FD-A6TH-01	BLCA	0.74
TCGA-FD-A6TI-01	BLCA	0.31
TCGA-FD-A6TK-01	BLCA	0.66
TCGA-FJ-A3Z7-01	BLCA	0.21
TCGA-FJ-A3Z9-01	BLCA	0.18
TCGA-FJ-A3ZE-01	BLCA	0.79
TCGA-FJ-A3ZF-01	BLCA	0.77
TCGA-FJ-A871-01	BLCA	0.19
TCGA-FT-A3EE-01	BLCA	0.46
TCGA-G2-A2EF-01	BLCA	0.56
TCGA-G2-A2EJ-01	BLCA	0.4
TCGA-G2-A2EK-01	BLCA	0.36
TCGA-G2-A2EL-01	BLCA	0.96
TCGA-G2-A2ES-01	BLCA	0.35
TCGA-G2-A3IB-01	BLCA	0.88
TCGA-G2-A3IE-01	BLCA	0.81
TCGA-G2-A3VY-01	BLCA	0.9
TCGA-G2-AA3B-01	BLCA	0.22
TCGA-G2-AA3F-01	BLCA	0.49
TCGA-GC-A3BM-01	BLCA	0.83
TCGA-GC-A3RB-01	BLCA	0.55
TCGA-GC-A3RC-01	BLCA	0.46
TCGA-GC-A3RD-01	BLCA	0.71
TCGA-GC-A3WC-01	BLCA	0.23
TCGA-GC-A3YS-01	BLCA	0.46
TCGA-GC-A4ZW-01	BLCA	1
TCGA-GC-A6I1-01	BLCA	0.26
TCGA-GC-A6I3-01	BLCA	0.71
TCGA-GD-A2C5-01	BLCA	0.47
TCGA-GD-A3OP-01	BLCA	0.9
TCGA-GD-A3OS-01	BLCA	0.62
TCGA-GD-A6C6-01	BLCA	0.86
TCGA-GD-A76B-01	BLCA	0.79
TCGA-GU-A42P-01	BLCA	0.99
TCGA-GU-A42R-01	BLCA	0.72
TCGA-GU-A762-01	BLCA	0.44
TCGA-GU-A763-01	BLCA	0.29
TCGA-GU-A764-01	BLCA	0.43
TCGA-GU-AATP-01	BLCA	0.55
TCGA-GV-A3JV-01	BLCA	0.83
TCGA-GV-A3JW-01	BLCA	0.8
TCGA-GV-A3JX-01	BLCA	0.68
TCGA-GV-A3JZ-01	BLCA	0.76
TCGA-GV-A3QG-01	BLCA	0.3
TCGA-GV-A3QH-01	BLCA	0.9
TCGA-GV-A3QK-01	BLCA	0.48
TCGA-GV-A6ZA-01	BLCA	0.88
TCGA-H4-A2HO-01	BLCA	0.5
TCGA-H4-A2HQ-01	BLCA	0.9
TCGA-HQ-A2OE-01	BLCA	0.29
TCGA-HQ-A5ND-01	BLCA	0.62
TCGA-HQ-A5NE-01	BLCA	0.79
TCGA-K4-A3WS-01	BLCA	0.89
TCGA-K4-A3WU-01	BLCA	0.41
TCGA-K4-A3WV-01	BLCA	0.65
TCGA-K4-A4AB-01	BLCA	0.64
TCGA-K4-A54R-01	BLCA	0.45
TCGA-K4-A5RH-01	BLCA	0.43
TCGA-K4-A5RI-01	BLCA	0.44
TCGA-K4-A5RJ-01	BLCA	0.45
TCGA-K4-A6FZ-01	BLCA	1
TCGA-K4-A83P-01	BLCA	0.27
TCGA-KQ-A41P-01	BLCA	0.46
TCGA-KQ-A41Q-01	BLCA	0.57
TCGA-KQ-A41R-01	BLCA	0.85
TCGA-LC-A66R-01	BLCA	0.46
TCGA-LT-A8JT-01	BLCA	0.91
TCGA-MV-A51V-01	BLCA	1
TCGA-PQ-A6FI-01	BLCA	0.37
TCGA-R3-A69X-01	BLCA	0.79
TCGA-S5-A6DX-01	BLCA	0.38
TCGA-S5-AA26-01	BLCA	0.92
TCGA-SY-A9G0-01	BLCA	0.7
TCGA-SY-A9G5-01	BLCA	0.28
TCGA-UY-A78K-01	BLCA	0.58
TCGA-UY-A78L-01	BLCA	0.38
TCGA-UY-A78M-01	BLCA	0.65
TCGA-UY-A78N-01	BLCA	0.55
TCGA-UY-A78O-01	BLCA	0.9
TCGA-UY-A78P-01	BLCA	0.24
TCGA-UY-A8OC-01	BLCA	0.44
TCGA-UY-A9PD-01	BLCA	0.47
TCGA-UY-A9PE-01	BLCA	0.35
TCGA-UY-A9PF-01	BLCA	0.34
TCGA-UY-A9PH-01	BLCA	0.36
TCGA-XF-A8HC-01	BLCA	0.62
TCGA-XF-A8HD-01	BLCA	1
TCGA-XF-A8HE-01	BLCA	0.22
TCGA-XF-A8HF-01	BLCA	0.7
TCGA-XF-A8HH-01	BLCA	0.81
TCGA-XF-A9SG-01	BLCA	0.5
TCGA-XF-A9SH-01	BLCA	0.61
TCGA-XF-A9SI-01	BLCA	0.62
TCGA-XF-A9ST-01	BLCA	0.61
TCGA-XF-A9SU-01	BLCA	0.54
TCGA-XF-A9SV-01	BLCA	1
TCGA-XF-A9SW-01	BLCA	0.34
TCGA-XF-A9SX-01	BLCA	0.34
TCGA-XF-A9SY-01	BLCA	0.77
TCGA-XF-A9SZ-01	BLCA	0.26
TCGA-XF-A9T0-01	BLCA	0.51
TCGA-XF-A9T2-01	BLCA	0.23
TCGA-XF-A9T4-01	BLCA	0.32
TCGA-XF-A9T5-01	BLCA	0.44
TCGA-XF-A9T8-01	BLCA	0.19
TCGA-XF-AAMF-01	BLCA	0.71
TCGA-XF-AAMG-01	BLCA	0.54
TCGA-XF-AAMJ-01	BLCA	0.24
TCGA-XF-AAML-01	BLCA	0.54
TCGA-XF-AAMQ-01	BLCA	0.67
TCGA-XF-AAMR-01	BLCA	0.23
TCGA-XF-AAMT-01	BLCA	0.56
TCGA-XF-AAMW-01	BLCA	0.4
TCGA-XF-AAMX-01	BLCA	0.8
TCGA-XF-AAMY-01	BLCA	0.42
TCGA-XF-AAMZ-01	BLCA	0.32
TCGA-XF-AAN1-01	BLCA	0.9
TCGA-XF-AAN2-01	BLCA	0.62
TCGA-XF-AAN3-01	BLCA	1
TCGA-XF-AAN4-01	BLCA	0.24
TCGA-XF-AAN5-01	BLCA	0.32
TCGA-XF-AAN7-01	BLCA	0.56
TCGA-XF-AAN8-01	BLCA	0.17
TCGA-YC-A8S6-01	BLCA	0.19
TCGA-YC-A9TC-01	BLCA	0.76
TCGA-YF-AA3M-01	BLCA	0.48
TCGA-ZF-A9R0-01	BLCA	0.5
TCGA-ZF-A9R1-01	BLCA	0.45
TCGA-ZF-A9R7-01	BLCA	0.43
TCGA-ZF-A9RC-01	BLCA	0.53
TCGA-ZF-A9RD-01	BLCA	0.54
TCGA-ZF-A9RE-01	BLCA	0.67
TCGA-ZF-A9RF-01	BLCA	0.5
TCGA-ZF-A9RG-01	BLCA	0.91
TCGA-ZF-A9RL-01	BLCA	0.9
TCGA-ZF-A9RM-01	BLCA	0.74
TCGA-ZF-AA4R-01	BLCA	0.47
TCGA-ZF-AA4T-01	BLCA	0.42
TCGA-ZF-AA4U-01	BLCA	0.58
TCGA-ZF-AA4V-01	BLCA	0.6
TCGA-ZF-AA52-01	BLCA	0.71
TCGA-ZF-AA53-01	BLCA	0.48
TCGA-ZF-AA54-01	BLCA	0.91
TCGA-ZF-AA58-01	BLCA	0.37
TCGA-ZF-AA5H-01	BLCA	0.55
TCGA-ZF-AA5N-01	BLCA	0.21
TCGA-A1-A0SD-01	BRCA	0.53
TCGA-A1-A0SH-01	BRCA	0.43
TCGA-A1-A0SJ-01	BRCA	0.67
TCGA-A1-A0SM-01	BRCA	0.7
TCGA-A1-A0SP-01	BRCA	0.31
TCGA-A2-A04P-01	BRCA	0.59
TCGA-A2-A04Q-01	BRCA	0.49
TCGA-A2-A04R-01	BRCA	0.77
TCGA-A2-A04U-01	BRCA	0.69
TCGA-A2-A04V-01	BRCA	0.65
TCGA-A2-A04Y-01	BRCA	0.68
TCGA-A2-A0CM-01	BRCA	0.45
TCGA-A2-A0CQ-01	BRCA	0.39
TCGA-A2-A0CS-01	BRCA	0.51
TCGA-A2-A0CT-01	BRCA	0.63
TCGA-A2-A0CU-01	BRCA	0.38
TCGA-A2-A0CV-01	BRCA	0.5
TCGA-A2-A0CW-01	BRCA	0.53
TCGA-A2-A0D1-01	BRCA	0.78
TCGA-A2-A0D3-01	BRCA	0.68
TCGA-A2-A0EN-01	BRCA	0.25
TCGA-A2-A0EQ-01	BRCA	0.38
TCGA-A2-A0ER-01	BRCA	0.41
TCGA-A2-A0ES-01	BRCA	0.3
TCGA-A2-A0ET-01	BRCA	0.65
TCGA-A2-A0EU-01	BRCA	0.78
TCGA-A2-A0EX-01	BRCA	0.22
TCGA-A2-A0EY-01	BRCA	0.65
TCGA-A2-A0SU-01	BRCA	0.58
TCGA-A2-A0SV-01	BRCA	0.61
TCGA-A2-A0SW-01	BRCA	0.85
TCGA-A2-A0SX-01	BRCA	0.48
TCGA-A2-A0T0-01	BRCA	0.38
TCGA-A2-A0T1-01	BRCA	0.37
TCGA-A2-A0T2-01	BRCA	0.85
TCGA-A2-A0T3-01	BRCA	0.68
TCGA-A2-A0T5-01	BRCA	0.6
TCGA-A2-A0T7-01	BRCA	0.41
TCGA-A2-A0YD-01	BRCA	0.57
TCGA-A2-A0YE-01	BRCA	0.65
TCGA-A2-A0YG-01	BRCA	0.47
TCGA-A2-A0YH-01	BRCA	0.62
TCGA-A2-A0YI-01	BRCA	0.4
TCGA-A2-A0YJ-01	BRCA	0.58
TCGA-A2-A0YK-01	BRCA	0.24
TCGA-A2-A0YM-01	BRCA	0.44
TCGA-A2-A0YT-01	BRCA	0.39
TCGA-A7-A0CD-01	BRCA	0.83
TCGA-A7-A0CJ-01	BRCA	0.41
TCGA-A7-A0DB-01	BRCA	0.45
TCGA-A7-A13D-01	BRCA	0.43
TCGA-A7-A13F-01	BRCA	0.5
TCGA-A8-A06O-01	BRCA	0.95
TCGA-A8-A06P-01	BRCA	0.68
TCGA-A8-A06Q-01	BRCA	0.54
TCGA-A8-A06T-01	BRCA	0.54
TCGA-A8-A06U-01	BRCA	0.59
TCGA-A8-A06X-01	BRCA	0.51
TCGA-A8-A06Y-01	BRCA	0.43
TCGA-A8-A06Z-01	BRCA	0.56
TCGA-A8-A076-01	BRCA	0.6
TCGA-A8-A079-01	BRCA	0.37
TCGA-A8-A07B-01	BRCA	0.39
TCGA-A8-A07F-01	BRCA	0.73
TCGA-A8-A07G-01	BRCA	0.5
TCGA-A8-A07J-01	BRCA	0.77
TCGA-A8-A07O-01	BRCA	0.28
TCGA-A8-A07P-01	BRCA	0.45
TCGA-A8-A07U-01	BRCA	0.52
TCGA-A8-A07W-01	BRCA	0.24
TCGA-A8-A07Z-01	BRCA	0.39
TCGA-A8-A081-01	BRCA	0.46
TCGA-A8-A083-01	BRCA	0.95
TCGA-A8-A08B-01	BRCA	0.4
TCGA-A8-A08G-01	BRCA	0.61
TCGA-A8-A08H-01	BRCA	0.51
TCGA-A8-A08J-01	BRCA	0.58
TCGA-A8-A08L-01	BRCA	0.49
TCGA-A8-A08R-01	BRCA	0.45
TCGA-A8-A08T-01	BRCA	0.66
TCGA-A8-A08X-01	BRCA	0.86
TCGA-A8-A08Z-01	BRCA	0.32
TCGA-A8-A090-01	BRCA	0.31
TCGA-A8-A091-01	BRCA	1
TCGA-A8-A092-01	BRCA	0.35
TCGA-A8-A093-01	BRCA	0.45
TCGA-A8-A095-01	BRCA	0.63
TCGA-A8-A096-01	BRCA	0.57
TCGA-A8-A097-01	BRCA	0.57
TCGA-A8-A099-01	BRCA	0.4
TCGA-A8-A09A-01	BRCA	0.42
TCGA-A8-A09B-01	BRCA	0.98
TCGA-A8-A09C-01	BRCA	0.56
TCGA-A8-A09D-01	BRCA	0.67
TCGA-A8-A09G-01	BRCA	0.41
TCGA-A8-A09I-01	BRCA	0.69
TCGA-A8-A09M-01	BRCA	0.74
TCGA-A8-A09N-01	BRCA	0.63
TCGA-A8-A09Q-01	BRCA	0.46
TCGA-A8-A09V-01	BRCA	0.42
TCGA-A8-A09W-01	BRCA	0.74
TCGA-A8-A09X-01	BRCA	0.92
TCGA-A8-A09Z-01	BRCA	0.62
TCGA-A8-A0A2-01	BRCA	0.61
TCGA-A8-A0A7-01	BRCA	0.36
TCGA-A8-A0A9-01	BRCA	0.94
TCGA-A8-A0AB-01	BRCA	0.27
TCGA-A8-A0AD-01	BRCA	0.26
TCGA-AN-A03X-01	BRCA	0.5
TCGA-AN-A03Y-01	BRCA	0.51
TCGA-AN-A041-01	BRCA	0.47
TCGA-AN-A046-01	BRCA	0.71
TCGA-AN-A04C-01	BRCA	0.54
TCGA-AN-A04D-01	BRCA	0.78
TCGA-AN-A0AJ-01	BRCA	0.71
TCGA-AN-A0AK-01	BRCA	0.57
TCGA-AN-A0AL-01	BRCA	0.67
TCGA-AN-A0AM-01	BRCA	0.48
TCGA-AN-A0AR-01	BRCA	0.67
TCGA-AN-A0AS-01	BRCA	0.75
TCGA-AN-A0AT-01	BRCA	0.6
TCGA-AN-A0FD-01	BRCA	0.52
TCGA-AN-A0FF-01	BRCA	0.66
TCGA-AN-A0FJ-01	BRCA	0.49
TCGA-AN-A0FL-01	BRCA	0.77
TCGA-AN-A0FN-01	BRCA	0.46
TCGA-AN-A0FS-01	BRCA	0.8
TCGA-AN-A0FT-01	BRCA	0.43
TCGA-AN-A0FV-01	BRCA	0.75
TCGA-AN-A0FW-01	BRCA	0.69
TCGA-AN-A0FX-01	BRCA	0.52
TCGA-AN-A0FZ-01	BRCA	0.81
TCGA-AN-A0XN-01	BRCA	0.47
TCGA-AN-A0XP-01	BRCA	0.49
TCGA-AN-A0XR-01	BRCA	0.74
TCGA-AN-A0XS-01	BRCA	0.45
TCGA-AN-A0XT-01	BRCA	0.77
TCGA-AN-A0XU-01	BRCA	0.58
TCGA-AN-A0XV-01	BRCA	0.53
TCGA-AN-A0XW-01	BRCA	0.55
TCGA-AO-A03O-01	BRCA	0.53
TCGA-AO-A03P-01	BRCA	0.66
TCGA-AO-A03R-01	BRCA	0.41
TCGA-AO-A03T-01	BRCA	0.38
TCGA-AO-A0J2-01	BRCA	0.64
TCGA-AO-A0J4-01	BRCA	0.22
TCGA-AO-A0J5-01	BRCA	0.46
TCGA-AO-A0J6-01	BRCA	0.21
TCGA-AO-A0J7-01	BRCA	0.75
TCGA-AO-A0J8-01	BRCA	0.67
TCGA-AO-A0JA-01	BRCA	0.41
TCGA-AO-A0JB-01	BRCA	0.79
TCGA-AO-A0JD-01	BRCA	0.35
TCGA-AO-A0JE-01	BRCA	0.32
TCGA-AO-A0JG-01	BRCA	0.52
TCGA-AO-A0JI-01	BRCA	0.61
TCGA-AO-A0JJ-01	BRCA	0.4
TCGA-AO-A0JM-01	BRCA	0.57
TCGA-AO-A124-01	BRCA	0.79
TCGA-AO-A128-01	BRCA	0.44
TCGA-AO-A12A-01	BRCA	0.92
TCGA-AO-A12D-01	BRCA	0.76
TCGA-AO-A12F-01	BRCA	0.57
TCGA-AR-A0TP-01	BRCA	0.89
TCGA-AR-A0TQ-01	BRCA	0.63
TCGA-AR-A0TR-01	BRCA	0.43
TCGA-AR-A0TV-01	BRCA	0.57
TCGA-AR-A0TW-01	BRCA	0.51
TCGA-AR-A0TZ-01	BRCA	0.74
TCGA-AR-A0U0-01	BRCA	0.35
TCGA-AR-A0U1-01	BRCA	0.34
TCGA-AR-A0U2-01	BRCA	0.42
TCGA-AR-A0U3-01	BRCA	0.59
TCGA-AR-A1AJ-01	BRCA	0.24
TCGA-AR-A1AK-01	BRCA	0.43
TCGA-AR-A1AL-01	BRCA	0.41
TCGA-AR-A1AP-01	BRCA	0.51
TCGA-AR-A1AQ-01	BRCA	0.42
TCGA-AR-A1AS-01	BRCA	0.36
TCGA-AR-A1AV-01	BRCA	0.66
TCGA-AR-A1AW-01	BRCA	0.65
TCGA-AR-A1AX-01	BRCA	0.25
TCGA-AR-A1AY-01	BRCA	0.6
TCGA-B6-A0I2-01	BRCA	0.52
TCGA-B6-A0I5-01	BRCA	0.54
TCGA-B6-A0I9-01	BRCA	0.57
TCGA-B6-A0IA-01	BRCA	0.75
TCGA-B6-A0IB-01	BRCA	1
TCGA-B6-A0IC-01	BRCA	0.62
TCGA-B6-A0IE-01	BRCA	0.42
TCGA-B6-A0IJ-01	BRCA	0.57
TCGA-B6-A0IK-01	BRCA	0.46
TCGA-B6-A0IM-01	BRCA	0.42
TCGA-B6-A0IN-01	BRCA	0.74
TCGA-B6-A0RE-01	BRCA	0.37
TCGA-B6-A0RG-01	BRCA	0.51
TCGA-B6-A0RH-01	BRCA	0.68
TCGA-B6-A0RL-01	BRCA	0.75
TCGA-B6-A0RN-01	BRCA	0.79
TCGA-B6-A0RO-01	BRCA	0.5
TCGA-B6-A0RP-01	BRCA	0.8
TCGA-B6-A0RS-01	BRCA	0.79
TCGA-B6-A0RT-01	BRCA	0.37
TCGA-B6-A0RU-01	BRCA	0.49
TCGA-B6-A0RV-01	BRCA	0.31
TCGA-B6-A0WS-01	BRCA	0.52
TCGA-B6-A0WX-01	BRCA	0.51
TCGA-B6-A0WY-01	BRCA	0.6
TCGA-B6-A0WZ-01	BRCA	0.6
TCGA-B6-A0X0-01	BRCA	0.64
TCGA-B6-A0X1-01	BRCA	0.71
TCGA-B6-A0X4-01	BRCA	0.17
TCGA-B6-A0X5-01	BRCA	0.91
TCGA-BH-A0AU-01	BRCA	0.94
TCGA-BH-A0AV-01	BRCA	0.6
TCGA-BH-A0AW-01	BRCA	0.68
TCGA-BH-A0AY-01	BRCA	0.24
TCGA-BH-A0AZ-01	BRCA	0.48
TCGA-BH-A0B3-01	BRCA	0.53
TCGA-BH-A0B4-01	BRCA	0.32
TCGA-BH-A0B7-01	BRCA	0.68
TCGA-BH-A0B9-01	BRCA	0.42
TCGA-BH-A0BA-01	BRCA	0.73
TCGA-BH-A0BC-01	BRCA	0.37
TCGA-BH-A0BD-01	BRCA	0.77
TCGA-BH-A0BF-01	BRCA	0.5
TCGA-BH-A0BJ-01	BRCA	0.5
TCGA-BH-A0BM-01	BRCA	0.6
TCGA-BH-A0BO-01	BRCA	0.28
TCGA-BH-A0BP-01	BRCA	0.5
